Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	error Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol höhe	vol.depol 532	error vol.depol 	partdepolhöhe	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
6.668293	0.150921	0.022638	0.069068	0.010360	0.023946	0.003592	11.591345	4.971484	-13.981408	5.371947	76.803823	34.897340	-202.428487	-83.494229	NaN	NaN	1.932294	1.013289	1.528264	0.467713	6.668293	0.013390	0.001339	6.668293	0.023204	0.002320	6302.190918	262.378326	42331.183594	6.668293	0.008606	0.000861	6.668293	0.002299	0.000230	0.000000	0.000000	6.668293	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-450.680664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003787	0.000710	0.000043
6.675764	0.147345	0.022102	0.069443	0.010417	0.024106	0.003616	14.175882	4.981696	-16.109417	5.387045	96.208885	36.760907	-231.979076	-85.021422	NaN	NaN	1.859619	0.975178	1.526475	0.467165	6.675764	0.013387	0.001339	6.675764	0.023174	0.002317	6309.662598	262.346252	42290.085937	6.675764	0.008607	0.000861	6.675764	0.002313	0.000231	0.000000	0.000000	6.675764	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-471.899384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003784	0.000710	0.000043
6.683235	0.143027	0.021454	0.071119	0.010668	0.024107	0.003616	14.562669	4.973535	-15.961650	5.381298	101.817377	37.979414	-224.434964	-82.817055	NaN	NaN	1.727152	0.905713	1.560760	0.477658	6.683235	0.013360	0.001336	6.683235	0.022878	0.002288	6317.133789	262.314209	42248.988281	6.683235	0.008600	0.000860	6.683235	0.002161	0.000216	0.000000	0.000000	6.683235	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-407.623627	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003780	0.000709	0.000043
6.690707	0.142195	0.021329	0.072403	0.010860	0.024225	0.003634	7.002981	5.037512	-10.882658	5.433113	49.249185	36.188853	-150.307039	-78.353889	NaN	NaN	1.668504	0.874958	1.579559	0.483411	6.690707	0.013337	0.001334	6.690707	0.022627	0.002263	6324.605469	262.282166	42207.890625	6.690707	0.008611	0.000861	6.690707	0.002399	0.000240	0.000000	0.000000	6.690707	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-386.411163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003777	0.000709	0.000043
6.698178	0.148824	0.022324	0.073306	0.010996	0.024451	0.003668	6.042277	5.023151	-2.202163	5.638181	40.600109	34.297276	-30.040896	-77.045369	NaN	NaN	1.750519	0.917967	1.584050	0.484786	6.698178	0.013380	0.001338	6.698178	0.023098	0.002310	6332.076660	262.250092	42166.796875	6.698178	0.008570	0.000857	6.698178	0.001503	0.000150	0.000000	0.000000	6.698178	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-379.405273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003774	0.000708	0.000043
6.705650	0.152477	0.022872	0.074374	0.011156	0.024808	0.003721	3.169197	4.991550	-3.018034	5.628483	20.784797	32.884606	-40.578884	-75.922000	NaN	NaN	1.774668	0.930630	1.584010	0.484773	6.705650	0.013389	0.001339	6.705650	0.023200	0.002320	6339.548340	262.218048	42125.695312	6.705650	0.008580	0.000858	6.705650	0.001722	0.000172	0.000000	0.000000	6.705650	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-336.262421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003771	0.000707	0.000043
6.713121	0.141143	0.021171	0.073369	0.011005	0.024828	0.003724	3.722854	4.980399	-2.233474	5.618698	26.376423	35.507245	-30.441594	-76.717219	NaN	NaN	1.617380	0.848149	1.563180	0.478398	6.713121	0.013465	0.001346	6.713121	0.024026	0.002403	6347.019531	262.185974	42084.601562	6.713121	0.008599	0.000860	6.713121	0.002158	0.000216	0.000000	0.000000	6.713121	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-297.813507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003768	0.000707	0.000043
6.720593	0.139178	0.020877	0.072909	0.010936	0.024745	0.003712	1.352168	4.957189	-1.457736	5.603565	9.715411	35.647516	-19.993883	-76.915348	NaN	NaN	1.598260	0.838123	1.558954	0.477105	6.720593	0.013475	0.001348	6.720593	0.024138	0.002414	6354.491211	262.153931	42043.503906	6.720593	0.008625	0.000863	6.720593	0.002741	0.000274	0.000000	0.000000	6.720593	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-289.119232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003764	0.000706	0.000043
6.728064	0.142730	0.021410	0.074058	0.011109	0.024898	0.003735	5.496489	4.998782	-0.358696	5.615312	38.509677	35.495803	-4.843467	-75.826906	NaN	NaN	1.621924	0.850532	1.572601	0.481282	6.728064	0.013503	0.001350	6.728064	0.024436	0.002444	6361.962891	262.121887	42002.406250	6.728064	0.008642	0.000864	6.728064	0.003136	0.000314	0.000000	0.000000	6.728064	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-318.928864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003761	0.000706	0.000043
6.735536	0.153864	0.023080	0.075134	0.011270	0.025152	0.003773	6.672281	5.017816	-3.108135	5.586067	43.364665	33.254302	-41.367650	-74.606131	NaN	NaN	1.771935	0.929197	1.578827	0.483187	6.735536	0.013500	0.001350	6.735536	0.024384	0.002438	6369.434082	262.089813	41961.308594	6.735536	0.008644	0.000864	6.735536	0.003182	0.000318	0.000000	0.000000	6.735536	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-327.549927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003758	0.000705	0.000043
6.743007	0.160705	0.024106	0.075305	0.011296	0.025058	0.003759	5.888989	5.024522	6.067677	5.555581	36.644798	31.745074	80.574190	74.757390	-0.073893	-0.228608	1.873837	0.982635	1.587509	0.485844	6.743007	0.013549	0.001355	6.743007	0.024915	0.002492	6376.905762	262.057770	41920.210937	6.743007	0.008618	0.000862	6.743007	0.002609	0.000261	0.000000	0.000000	6.743007	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-333.317657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003755	0.000704	0.000043
6.750479	0.161805	0.024271	0.074525	0.011179	0.025120	0.003768	1.225370	4.982620	5.253895	5.568314	7.573142	30.814975	70.498122	75.461680	-3.598601	-37.380985	1.916445	1.004978	1.568920	0.480155	6.750479	0.013568	0.001357	6.750479	0.025099	0.002510	6384.376953	262.025696	41879.113281	6.750479	0.008601	0.000860	6.750479	0.002240	0.000224	0.000000	0.000000	6.750479	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-314.161682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003751	0.000704	0.000043
6.757950	0.166128	0.024919	0.074122	0.011118	0.025194	0.003779	1.340956	4.979161	7.607610	5.542705	8.071812	29.996241	102.636540	76.346672	-4.290868	-40.136927	1.995051	1.046199	1.556813	0.476450	6.757950	0.013580	0.001358	6.757950	0.025202	0.002520	6391.848633	261.993652	41838.015625	6.757950	0.008597	0.000860	6.757950	0.002153	0.000215	0.000000	0.000000	6.757950	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-344.563965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003748	0.000703	0.000043
6.765422	0.161256	0.024188	0.075411	0.011312	0.025124	0.003769	7.002389	4.952326	6.291561	5.532008	43.423954	31.394036	83.430383	74.417997	0.264612	0.738123	1.878851	0.985264	1.585711	0.485294	6.765422	0.013541	0.001354	6.765422	0.024760	0.002476	6399.319824	261.961609	41796.921875	6.765422	0.008627	0.000863	6.765422	0.002829	0.000283	0.000000	0.000000	6.765422	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-446.235474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003745	0.000703	0.000043
6.772893	0.168205	0.025231	0.074484	0.011173	0.025037	0.003756	5.479382	4.936703	11.315622	5.477100	32.575692	29.753369	151.920397	76.984085	-1.792697	-4.532411	2.013712	1.055985	1.572878	0.481366	6.772893	0.013578	0.001358	6.772893	0.025144	0.002514	6406.791504	261.929535	41755.824219	6.772893	0.008619	0.000862	6.772893	0.002643	0.000264	0.000000	0.000000	6.772893	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-443.716431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003742	0.000702	0.000042
6.780364	0.168094	0.025214	0.075535	0.011330	0.025329	0.003799	1.790957	4.934665	16.131140	5.495752	10.654502	29.400062	213.558179	79.497331	-5.433527	-37.290915	1.977440	1.036963	1.576381	0.482438	6.780364	0.013612	0.001361	6.780364	0.025490	0.002549	6414.262695	261.897491	41714.726562	6.780364	0.008640	0.000864	6.780364	0.003127	0.000313	0.000000	0.000000	6.780364	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-441.209503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003739	0.000701	0.000042
6.787836	0.170920	0.025638	0.076916	0.011537	0.025397	0.003810	-3.485469	4.984059	12.654348	5.467837	-20.392341	-29.320100	164.521529	75.250050	NaN	NaN	1.973876	1.035095	1.598622	0.489245	6.787836	0.013574	0.001357	6.787836	0.025055	0.002506	6421.734375	261.865417	41673.628906	6.787836	0.008627	0.000863	6.787836	0.002830	0.000283	0.000000	0.000000	6.787836	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-511.536133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003735	0.000701	0.000042
6.795307	0.157821	0.023673	0.075762	0.011364	0.025414	0.003812	-4.100217	4.996582	13.749182	5.453190	-25.980154	-31.898722	181.478310	76.953404	NaN	NaN	1.814134	0.951326	1.575841	0.482273	6.795307	0.013617	0.001362	6.795307	0.025499	0.002550	6429.205566	261.833374	41632.531250	6.795307	0.008644	0.000864	6.795307	0.003202	0.000320	0.000000	0.000000	6.795307	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-486.183472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003732	0.000700	0.000042
6.802779	0.157875	0.023681	0.075937	0.011391	0.025449	0.003817	-6.103365	4.970188	10.488742	5.448187	-38.659580	-32.011501	138.123577	74.677412	NaN	NaN	1.809259	0.948770	1.577215	0.482694	6.802779	0.013710	0.001371	6.802779	0.026499	0.002650	6436.677246	261.801331	41591.433594	6.802779	0.008657	0.000866	6.802779	0.003496	0.000350	0.000000	0.000000	6.802779	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-544.517578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003729	0.000700	0.000042
6.810250	0.158917	0.023837	0.076138	0.011421	0.025696	0.003854	2.266014	4.803828	15.935935	5.443482	14.259134	30.304177	209.302772	78.084398	-4.821830	-25.595081	1.818994	0.953875	1.567098	0.479598	6.810250	0.013740	0.001374	6.810250	0.026800	0.002680	6444.148926	261.769257	41550.335937	6.810250	0.008655	0.000866	6.810250	0.003456	0.000346	0.000000	0.000000	6.810250	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-515.025757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003726	0.000699	0.000042
6.817722	0.167554	0.025133	0.076385	0.011458	0.025599	0.003840	2.290748	4.799207	17.403726	5.450388	13.671714	28.716101	227.840876	79.116158	-5.012799	-26.249751	1.941811	1.018280	1.577216	0.482694	6.817722	0.013785	0.001378	6.817722	0.027265	0.002726	6451.620117	261.737213	41509.242187	6.817722	0.008655	0.000865	6.817722	0.003433	0.000343	0.000000	0.000000	6.817722	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-568.087097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003722	0.000698	0.000042
6.825193	0.170423	0.025563	0.078076	0.011711	0.025741	0.003861	-0.951562	4.759033	10.368765	5.364860	-5.583548	-27.937463	132.803527	71.542633	NaN	NaN	1.929663	1.011910	1.600794	0.489910	6.825193	0.013763	0.001376	6.825193	0.027000	0.002700	6459.091797	261.705139	41468.140625	6.825193	0.008628	0.000863	6.825193	0.002844	0.000284	0.000000	0.000000	6.825193	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-565.383057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003719	0.000698	0.000042
6.832665	0.165092	0.024764	0.076041	0.011406	0.025441	0.003816	-0.012060	4.760051	16.566735	5.187180	-0.073048	-28.832750	217.865776	75.639511	NaN	NaN	1.916390	1.004949	1.579626	0.483432	6.832665	0.013761	0.001376	6.832665	0.026957	0.002696	6466.562988	261.673096	41427.046875	6.832665	0.008628	0.000863	6.832665	0.002827	0.000283	0.000000	0.000000	6.832665	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-579.202209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003716	0.000697	0.000042
6.840136	0.167502	0.025125	0.076713	0.011507	0.025620	0.003843	-2.104770	4.737741	13.220176	5.138140	-12.565659	-28.347450	172.333227	71.794076	NaN	NaN	1.930470	1.012332	1.582175	0.484212	6.840136	0.013790	0.001379	6.840136	0.027244	0.002724	6474.034668	261.641052	41385.949219	6.840136	0.008611	0.000861	6.840136	0.002460	0.000246	0.000000	0.000000	6.840136	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-447.550018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003713	0.000697	0.000042
6.847608	0.163461	0.024519	0.075696	0.011354	0.025473	0.003821	-3.644941	4.697148	17.239396	5.038246	-22.298555	-28.929626	227.746517	74.814356	NaN	NaN	1.903103	0.997982	1.571248	0.480868	6.847608	0.013732	0.001373	6.847608	0.026590	0.002659	6481.505859	261.608978	41344.851562	6.847608	0.008627	0.000863	6.847608	0.002824	0.000282	0.000000	0.000000	6.847608	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-402.995697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003709	0.000696	0.000042
6.855079	0.175462	0.026319	0.074958	0.011244	0.025522	0.003828	-7.145456	4.667724	19.393184	5.031448	-40.723684	-27.294815	258.719472	77.534411	NaN	NaN	2.102436	1.102511	1.554347	0.475695	6.855079	0.013729	0.001373	6.855079	0.026540	0.002654	6488.977539	261.576935	41303.753906	6.855079	0.008605	0.000860	6.855079	0.002322	0.000232	0.000000	0.000000	6.855079	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-446.220428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003706	0.000695	0.000042
6.862550	0.180108	0.027016	0.074506	0.011176	0.025512	0.003827	-3.385361	4.737902	19.386019	5.026100	-18.796267	-26.456537	260.194400	77.935887	NaN	NaN	2.182010	1.144239	1.546161	0.473190	6.862550	0.013775	0.001377	6.862550	0.027003	0.002700	6496.448730	261.544861	41262.660156	6.862550	0.008590	0.000859	6.862550	0.002006	0.000201	0.000000	0.000000	6.862550	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-404.365021	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003703	0.000695	0.000042
6.870022	0.179925	0.026989	0.075753	0.011363	0.025719	0.003858	-7.564297	4.770353	16.093764	4.976103	-42.041274	-27.252594	212.449955	73.010256	NaN	NaN	2.138460	1.121402	1.558498	0.476966	6.870022	0.013795	0.001380	6.870022	0.027200	0.002720	6503.920410	261.512817	41221.558594	6.870022	0.008584	0.000858	6.870022	0.001859	0.000186	0.000000	0.000000	6.870022	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-204.745316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003700	0.000694	0.000042
6.877493	0.177576	0.026636	0.075638	0.011346	0.025633	0.003845	-16.265995	4.670117	13.046970	4.988304	-91.600057	-29.672154	172.493175	70.844007	NaN	NaN	2.109746	1.106344	1.561107	0.477764	6.877493	0.013816	0.001382	6.877493	0.027398	0.002740	6511.392090	261.480774	41180.460937	6.877493	0.008592	0.000859	6.877493	0.002056	0.000206	0.000000	0.000000	6.877493	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-195.055237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003697	0.000694	0.000042
6.884965	0.181954	0.027293	0.074302	0.011145	0.025628	0.003844	-20.645526	4.620974	8.422295	5.025731	-113.465377	-30.572002	113.351657	69.743223	NaN	NaN	2.213984	1.161007	1.535673	0.469980	6.884965	0.013822	0.001382	6.884965	0.027439	0.002744	6518.863281	261.448700	41139.367187	6.884965	0.008565	0.000857	6.884965	0.001452	0.000145	0.000000	0.000000	6.884965	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-192.509064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003693	0.000693	0.000042
6.892436	0.169217	0.025383	0.073661	0.011049	0.025490	0.003823	-26.443371	4.727039	13.053763	4.945244	-156.269259	-36.466507	177.214327	72.206352	NaN	NaN	2.056009	1.078165	1.530971	0.468541	6.892436	0.013828	0.001383	6.892436	0.027485	0.002749	6526.334961	261.416656	41098.265625	6.892436	0.008598	0.000860	6.892436	0.002181	0.000218	0.000000	0.000000	6.892436	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-206.919250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003690	0.000692	0.000042
6.899908	0.166527	0.024979	0.073908	0.011086	0.025623	0.003843	-23.278371	4.742095	15.399747	4.956170	-139.787379	-35.363383	208.365015	73.984973	NaN	NaN	2.008135	1.053060	1.528304	0.467725	6.899908	0.013856	0.001386	6.899908	0.027777	0.002778	6533.806152	261.384583	41057.171875	6.899908	0.008636	0.000864	6.899908	0.003028	0.000303	0.000000	0.000000	6.899908	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-184.797882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003687	0.000692	0.000042
6.907379	0.169237	0.025386	0.074662	0.011199	0.025765	0.003865	-29.092370	4.611616	16.692122	4.975244	-171.903314	-37.515678	223.568149	74.599236	NaN	NaN	2.022920	1.060813	1.534994	0.469772	6.907379	0.013896	0.001390	6.907379	0.028187	0.002819	6541.277832	261.352539	41016.074219	6.907379	0.008661	0.000866	6.907379	0.003569	0.000357	0.000000	0.000000	6.907379	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-234.406555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003684	0.000691	0.000042
6.914851	0.167273	0.025091	0.075669	0.011350	0.025732	0.003860	-26.822286	4.599307	19.182117	4.964352	-160.350425	-36.531439	253.500896	75.829391	NaN	NaN	1.960964	1.028324	1.556145	0.476246	6.914851	0.013910	0.001391	6.914851	0.028323	0.002832	6548.749023	261.320496	40974.976562	6.914851	0.008632	0.000863	6.914851	0.002925	0.000293	0.000000	0.000000	6.914851	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1454.384155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003680	0.000690	0.000042
6.922322	0.163266	0.024490	0.074244	0.011137	0.025809	0.003871	-24.773589	4.623490	18.528647	4.961950	-151.738035	-36.331892	249.565280	76.603214	NaN	NaN	1.948022	1.021537	1.524390	0.466527	6.922322	0.013908	0.001391	6.922322	0.028289	0.002829	6556.220703	261.288422	40933.878906	6.922322	0.008639	0.000864	6.922322	0.003073	0.000307	0.000000	0.000000	6.922322	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3497.499023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003677	0.000690	0.000042
6.929794	0.157894	0.023684	0.072654	0.010898	0.025534	0.003830	-31.587428	4.655794	13.692724	5.131031	-200.055245	-42.071079	188.464701	76.070716	NaN	NaN	1.918820	1.006223	1.508650	0.461710	6.929794	0.013832	0.001383	6.929794	0.027464	0.002746	6563.691895	261.256378	40892.785156	6.929794	0.008649	0.000865	6.929794	0.003298	0.000330	0.000000	0.000000	6.929794	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-60.759987	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003674	0.000689	0.000042
6.937265	0.155161	0.023274	0.073865	0.011080	0.025576	0.003836	-28.311966	4.669721	10.672254	5.126298	-182.468618	-40.680506	144.483063	72.706056	NaN	NaN	1.834794	0.962160	1.530106	0.468276	6.937265	0.013794	0.001379	6.937265	0.027047	0.002705	6571.163574	261.224304	40851.683594	6.937265	0.008673	0.000867	6.937265	0.003830	0.000383	0.000000	0.000000	6.937265	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	303.631866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003671	0.000689	0.000042
6.944737	0.158575	0.023786	0.073451	0.011018	0.025548	0.003832	-25.150254	4.715810	12.244377	5.131770	-158.601992	-38.083734	166.701967	74.206751	NaN	NaN	1.902502	0.997666	1.523591	0.466283	6.944737	0.013810	0.001381	6.944737	0.027215	0.002721	6578.634766	261.192261	40810.589844	6.944737	0.008630	0.000863	6.944737	0.002849	0.000285	0.000000	0.000000	6.944737	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	71.220306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003667	0.000688	0.000042
